jahr;name;beschreibung;zahl;mh;daten;land;lat;lon;fehler;url;bild1;bild2;bild3;Strasse ;PLZ ;Ort;Anlagentyp
2023;Freibad Hainfeld;Neubau und Sanierung Badewasseraufbereitung 165m³/h inkl. Verrohrung, Schalt- und Steuerschrank inkl. E-Verkabelung der ges. Anlage, MSR, Chemikalien Dosieranlage, Folienauskleidung eines Funktionsbeckens 25 m²;165;m³/h;165 m³/h;AT;48.0333;15.7667;;;;;;;;;
2023;Therme Wien;Folienauskleidung eines Funktionsbeckens;110;m²;110 m²;AT;48.1433;16.4064;;;;;;;;;
2023;Wiener Sportstätten Betriebsgesellschaft m.b.H., Wiener Praterstadion- Ernst Happel Stadion Sektor B;Sanierung Strandbereich Wellenbecken;530;m²;530 m²;AT;48.204;16.4214;;;;;;;;;
2023;Hohe Warte 13;Neubau Badewasseraufbereitung Edelstahlbecken, Überlauf, Flüssigdosieranlage, LED-Scheinwerfer;60;m²;60 m²;AT;48.2411;16.3572;;;;;;;;;
2024;Thermalstrandbad Baden;Sanierung von 3 Umwälzpumpen (Mineralbecken), E- Verkabelung der Pumpen und Frequenzumformer;757;m³/h, 970,24 m²;757 m³/h, 970,24 m²;AT;48.0069;16.2331;;;;;;;;;
2024;Wien Süd Berresgasse;Neubau Badewasseraufbereitung inkl. Verrohrung, Schalt- und Steuerschrank inkl. E-Verkabelung der ges. Anlage, MSR, Chemikalien Dosieranlage, technische Behälter für Edelstahlbecken;50;m³/h, 120 m²;50 m³/h, 120 m²;AT;48.2292;16.5025;;;;;;;;;
2024;Erlebnisbad Leobersdorf;Sanierung Filter (außen) und Foliensanierung von 2 Ausgleichsbecken: | 66,38 m² || 77,59 m², Wasserfläche: | 28,94 m² || 21,87 m²;;; ;AT;47.9014;16.2208;;;;;;;;;
2024;Brunnen Bad Vöslau;Neubau Zierbrunnen inkl. Scheinwerfer, 8 Düsen, Installation von zwei Trinkbrunnen;17;m³/h;17 m³/h;AT;47.965419122522775;16.21530618385491;;;;;;Schlossplatz 1;2540;Bad Vöslau;
2024;Freibad Hainfeld;Sanierung Folienbecken (Folienfläche), MSR für Kinderbecken, Adaption MSR für Mehrzweckbecken;365;m²;365 m²;AT;48.0333;15.7667;;;;;;;;;
2024;Waldbad Neutal;Automatisierung Filterrückspülung, Ausstattung von pneumatischen Antrieben bei relevanten Klappen, Installation von Kompressor inkl. Ventilblock für Klappensteuerung, Erweiterung Schaltschrank inkl. Umprogrammierung;;; ;;47.54342;16.45533;;;;;;;;;
2024;Stadtbad Amstetten;"Sanierung bzw. Neubau Badeanlage 265 m³/h, 305 m², Sanierung bzw. Adaptierung der Wasserkreisläufe Erlebnisbecken und Sportbecken (innen) 222 m³/h, 375 m², Neubau Kinderbecken innen 67 m³/h, 57 m², Röhrenrutsche 75m inkl. Landebecken, Neubau Außenbereich Erlebnis-, Sprung-, Nichtschwimmer- und Kinderbecken 721 m³/h, 878 m², Neubau Wasserspraypark; Beckenerwärmung mittels Solarmatten 170 m², Folienauskleidung aller Schwimm-, Ausgleichs-, und Pufferbecken (ca. 2616 m²), Neubau Dosiereinrichtungen inkl. Chlorgasanlage für gesamt 1275 m³/h Umwälzleistung";;;;AT;48.0826933583532;14.821895046290466;Kontrolle bei der Zuordnung von den technischen Daten;;;;;Stadionstrasse 6;3300;Amstetten;
2024;Wiener Sportstätten Betriebsgesellschaft m.b.H., Wiener Praterstadion- Ernst Happel Stadion Sektor B;Energieoptimierungen, Austausch der Umwälzpumpen, Umbau auf Erwärmung mittels Wärmepumpen, Filtersanierung und Austausch des Filtermaterial, ,Foliensanierung der Ausgleichs- und Spülwasserbecken, Neu- Programmierung der Steuerung der Anlagen;;; ;AT;48.204;16.4214;;;;;;;;;
2024;Hallenbad Gänserndorf ;"Umbau Saugfilter Kinderbecken, Erweiterung der Filterfläche 2m²; Anpassung der Korngrößenkombination";45;m³/h;45 m³/h;AT;48.2967;16.7217;;;;;;;;;
2024;GESIBA Gemeinnützige Siedlungs- und Bauaktiengesellschaft, Maderspergerstr. 1;Foliensanierung und Optimierung der Beckenhydraulik;190;m²;190 m²;AT;48.1578;16.3817;;;;;;;;;
2024;Grünbau Jakel, Laa an der Thaya;Neubau einer Pumpenanlage für Schwimmteich;;; ;AT;48.7164;16.3881;;;;;;;;;
2024;Therme Wien;Folierung Ausgleichsbecken WKL 4;120;m², 169 m²;120 m², 169 m²;AT;48.1433;16.4064;;;;;;;;;
2024;MG Schattendorf;Sport- / und Kinderspielplatz, Rutschentürme, Schaukeln, Sprungeräte, Sandspielhäuser, Calisthenicparkour, Beachvolleyballanlage, Multisportanlage;;; ;AT;47.7639;16.5042;;;;;;;;;
2024;Waidhofen an der Thaya;BWA, Edelstahlbecken, Trockenbau, PV-Anlage, HKLS, EMSR ;215,3;m²;215,3 m²;AT;48.8167;15.2833;;;;;;;;;
2024;Hotel Knappenhof;Neubau Badewasseraufbereitung, Folienbecken;25;m³/h, 56 m²;25 m³/h, 56 m²;AT;47.7653;15.8236;;;;;;;;;
2024;Stadt Frauenfeld;Hallenbad Frauenfeld Bädertechnik;;; ;CH;47.5592;8.8984;;;;;;;;;
2024;Freibad Eichbüel Oetwil;Bädertechnik;;; ;CH;47.3525;8.4044;;;;;;;;;
2024;Freibad Kapfenberg;Sanierung Badewasseraufbereitung Sport- und Erlebnisbecken;805;m³/h;805 m³/h;AT;47.4452;15.2917;;;;;;;;;
2024;Margaretenbad Graz;Badewasseraufbereitung Mehrzweckbecken 367 m³/h und Kinderbecken 27 m³/h;;; ;AT;47.0664;15.4319;;;;;;;;;
2024;Therapiebad Rosenhain Graz;Bädertechnik;33;m³/h;33 m³/h;AT;47.0758;15.4511;;;;;;;;;
2024;Gemeinde Tujetsch Wellness und Erlebnisbad Bogn Sedrun;Sanierung und Erweiterung Bogn Sedrun Bädertechnik;;; ;CH;46.6806;8.7692;;;;;;;;;
2024;Hallenbad Ebersberg;Neubau Badewasseraufbereitung für ein Variobecken und Kursschwimmbecken;183;m³/h;183 m³/h;DE;48.0781;11.9678;;;;;;;;;
2024;Hotel Bruckwirt;Neubau Badewasseraufbereitung inkl. Verrohrung, Schalt- und Steuerschrank, MSR, Chemikalien Dosieranlage;23;m³/h;23 m³/h;DE;48.2608;14.2894;;;;;;;;;
2024;Hotel Bergergut;Neubau Badewasseraufbereitung inkl. Verrohrung, Schalt- und Steuerschrank, MSR, Chemikalien Dosieranlage;106;m³/h;106 m³/h;AT;48.57;14.055;;;;;;;;;
2024;Golfhotel Bad Tatzmannsdorf;Neubau Badewasseraufbereitung inkl. Verrohrung, Schalt- und Steuerschrank, MSR, Chemikalien Dosieranlage;32;m³/h;32 m³/h;AT;47.3375;16.2603;;;;;;;;;
2024;SAP Garden München;Neubau Badewasseraufbereitung für Whirlpool und Kalttauchbecken inkl. Verrohrung, Schalt- und Steuerschrank, MSR, Chemikalien Dosieranlage;46;m³/h;46 m³/h;DE;48.1733;11.5483;;;;;;;;;
2024;Hotel Freigold;Neubau Badewasseraufbereitung für ein Schwimmerbecken inkl. Verrohrung, Schalt- und Steuerschrank, MSR, Chemikalien Dosieranlage;74;m³/h;74 m³/h;AT;48.5083;14.9794;;;;;;;;;
2024;Grimmingtherme;Bau einer Wärmerückgewinnungsanlage für 4 Wasserkreisläufe samt PP-Spülwassertank, Verrohrung, Schalt- und Anlagensteuerung;36;m³;36 m³;AT;47.5464;14.0606;;;;;;;;;
2024;Hotel Das Mühlbach;Neubau Badewasseraufbereitung für ein Schwimmerbecken, ein Warmbecken, sowie 6 Stk. Whirlpools inkl. Verrohrung, Schalt- und Steuerschrank, MSR, Chemikalien Dosieranlage;156;m³/h;156 m³/h;DE;48.3236;13.9733;;;;;;;;;
2025;Freizeitzentrum Perchtoldsdorf;Sanierung Rutschenanschluss;;; ;AT;48.12;16.2656;;;;;;;;;
